year,wage,num_emp,num_jobs,num_est,wage_avg,age_avg,bra_id,cnae_id,cbo_id,cbo_1,cbo_4,num_jobs_est,cbo_display,bra_rca,wld_rca,wage_growth,num_emp_growth,wage_growth_5,num_emp_growth_5
2009,172177.67,95,95,77,1812.4,40.074,"4mg030000","g","9101","9","9101",2,"9101",false,false,0.517,0.105,0.242,0.076
2010,198777.94,132,132,79,1505.89,35.818,"4mg030000","g","9101","9","9101",2,"9101",false,false,0.154,0.389,0.19,0.059
2011,231359.03,106,106,87,2182.63,41.038,"4mg030000","g","9101","9","9101",2,"9101",false,false,0.164,-0.197,0.245,0.069
2012,265805.68,114,114,89,2331.63,41.193,"4mg030000","g","9101","9","9101",2,"9101",false,false,0.149,0.075,0.206,0.033
2013,284398.82,111,111,87,2562.15,41.261,"4mg030000","g","9101","9","9101",2,"9101",false,false,0.07,-0.026,0.202,0.052
2014,299338.1,117,117,86,2558.45,41.128,"4mg030000","g","9101","9","9101",2,"9101",false,false,0.739,0.232,0.01,0.011
2003,46154.36,39,39,26,1183.45,36.821,"4mg030000","g","9102","9","9102",2,"9102",false,false,,,,
2004,85375.9,56,56,33,1524.57,37.946,"4mg030000","g","9102","9","9102",2,"9102",false,false,0.85,0.436,,
2005,99734.28,57,57,33,1749.72,36.596,"4mg030000","g","9102","9","9102",2,"9102",false,false,0.168,0.018,,
2006,107478.06,57,57,35,1885.58,37.754,"4mg030000","g","9102","9","9102",2,"9102",false,false,0.078,0,,
2007,150534.38,89,89,50,1691.4,35.685,"4mg030000","g","9102","9","9102",2,"9102",false,false,0.401,0.561,,
2008,155490.65,86,86,52,1808.03,35.93,"4mg030000","g","9102","9","9102",2,"9102",false,false,0.033,-0.034,0.275,0.171
2009,162223.57,82,82,48,1978.34,36.671,"4mg030000","g","9102","9","9102",2,"9102",false,false,0.043,-0.047,0.137,0.079
2010,231147.88,99,99,56,2334.83,38.414,"4mg030000","g","9102","9","9102",2,"9102",false,false,0.425,0.207,0.183,0.117
2011,208886.15,86,86,58,2428.91,40.105,"4mg030000","g","9102","9","9102",2,"9102",false,false,-0.096,-0.131,0.142,0.086
2012,248761.66,101,101,65,2462.99,38.238,"4mg030000","g","9102","9","9102",2,"9102",false,false,0.191,0.174,0.106,0.026
2013,232898.88,94,94,66,2477.65,38.777,"4mg030000","g","9102","9","9102",2,"9102",false,false,-0.064,-0.069,0.084,0.018
2014,251380.23,85,85,61,2957.41,39.012,"4mg030000","g","9102","9","9102",2,"9102",false,false,0.55,0.037,0.015,-0.02
2003,925.76,1,1,1,925.76,47,"4mg030000","g","9109","9","9109",1,"9109",false,false,,,,
2004,1013.86,1,1,1,1013.86,48,"4mg030000","g","9109","9","9109",1,"9109",false,false,0.095,0,,
2011,16129.21,4,4,1,4032.3,26,"4mg030000","g","9109","9","9109",4,"9109",false,false,,,,
2002,2697.33,5,5,4,539.47,34.4,"4mg030000","g","9111","9","9111",2,"9111",false,false,,,,
2003,73437.31,123,123,57,597.05,30.106,"4mg030000","g","9111","9","9111",3,"9111",false,false,26.226,23.6,,
2004,80942.77,114,114,56,710.02,31.482,"4mg030000","g","9111","9","9111",3,"9111",false,false,0.102,-0.073,,
2005,117067.29,179,179,58,654.01,27.894,"4mg030000","g","9111","9","9111",4,"9111",false,false,0.446,0.57,,
2006,110042.62,138,138,66,797.41,31.471,"4mg030000","g","9111","9","9111",3,"9111",false,false,-0.06,-0.229,,
2007,122966.99,137,137,67,897.57,32.737,"4mg030000","g","9111","9","9111",3,"9111",false,false,0.117,-0.007,1.147,0.939
2008,154036.91,152,152,67,1013.4,31.414,"4mg030000","g","9111","9","9111",3,"9111",false,false,0.253,0.109,0.16,0.043
2009,180917.76,144,144,75,1256.37,33.229,"4mg030000","g","9111","9","9111",2,"9111",false,false,0.175,-0.053,0.175,0.048
2010,219679.79,156,156,73,1408.2,32.564,"4mg030000","g","9111","9","9111",3,"9111",false,false,0.214,0.083,0.134,-0.027
2011,233085.79,162,162,67,1438.8,31.148,"4mg030000","g","9111","9","9111",3,"9111",false,false,0.061,0.038,0.162,0.033
2012,260810.42,149,150,61,1738.74,32.313,"4mg030000","g","9111","9","9111",3,"9111",false,false,0.119,-0.08,0.162,0.017
2013,311751.82,162,162,59,1924.39,33.71,"4mg030000","g","9111","9","9111",3,"9111",false,false,0.195,0.087,0.151,0.013
2014,330901.7,153,155,54,2134.85,34.194,"4mg030000","g","9111","9","9111",3,"9111",false,false,0.829,0.062,0.012,-0.011
2002,23672.38,46,46,21,514.62,32.478,"4mg030000","g","9112","9","9112",3,"9112",false,false,,,,
2003,19757.33,33,33,15,598.71,31.697,"4mg030000","g","9112","9","9112",3,"9112",false,false,-0.165,-0.283,,
2004,57666.14,86,86,25,670.54,32.07,"4mg030000","g","9112","9","9112",4,"9112",false,false,1.919,1.606,,
2005,73753.52,89,89,20,828.69,33.112,"4mg030000","g","9112","9","9112",5,"9112",false,false,0.279,0.035,,
2006,62094.08,81,81,17,766.59,32.63,"4mg030000","g","9112","9","9112",5,"9112",false,false,-0.158,-0.09,,
2007,94528.28,109,109,24,867.23,32.303,"4mg030000","g","9112","9","9112",5,"9112",false,false,0.522,0.346,0.319,0.188
2008,109489.03,120,122,29,897.45,32.189,"4mg030000","g","9112","9","9112",5,"9112",false,false,0.158,0.101,0.408,0.295
2009,114919.53,120,120,25,957.66,34.017,"4mg030000","g","9112","9","9112",5,"9112",false,false,0.05,0,0.148,0.069
2010,155900.5,149,150,29,1039.34,34.78,"4mg030000","g","9112","9","9112",6,"9112",false,false,0.357,0.242,0.161,0.109
2011,86477.43,89,90,31,960.86,31.011,"4mg030000","g","9112","9","9112",3,"9112",false,false,-0.445,-0.403,0.068,0.019
2012,87479.89,82,83,31,1053.98,32.783,"4mg030000","g","9112","9","9112",3,"9112",false,false,0.012,-0.079,-0.015,-0.055
2013,77819.75,67,68,26,1144.41,30.603,"4mg030000","g","9112","9","9112",3,"9112",false,false,-0.11,-0.183,-0.066,-0.11
2014,86028.93,67,68,34,1265.13,32.309,"4mg030000","g","9112","9","9112",2,"9112",false,false,-0.251,-0.442,0.02,0
2002,62724.64,120,120,75,522.71,33.933,"4mg030000","g","9113","9","9113",2,"9113",false,false,,,,
2003,140049.18,252,253,102,553.55,31.874,"4mg030000","g","9113","9","9113",3,"9113",false,false,1.233,1.1,,
2004,237844.05,360,360,147,660.68,33.819,"4mg030000","g","9113","9","9113",3,"9113",false,false,0.698,0.429,,
2005,178303.05,266,266,136,670.31,32.635,"4mg030000","g","9113","9","9113",2,"9113",false,false,-0.25,-0.261,,
2006,188138.63,266,266,131,707.29,31.327,"4mg030000","g","9113","9","9113",3,"9113",false,false,0.055,0,,
2007,223185.5,298,298,142,748.95,32.426,"4mg030000","g","9113","9","9113",3,"9113",false,false,0.186,0.12,0.289,0.2
2008,266824.84,328,328,149,813.49,32.149,"4mg030000","g","9113","9","9113",3,"9113",false,false,0.196,0.101,0.138,0.054
2009,284706.24,293,293,146,971.69,33.048,"4mg030000","g","9113","9","9113",3,"9113",false,false,0.067,-0.107,0.037,-0.04
2010,413569.28,382,382,180,1082.64,33.662,"4mg030000","g","9113","9","9113",3,"9113",false,false,0.453,0.304,0.183,0.075
2011,456284.63,354,354,169,1288.94,35.52,"4mg030000","g","9113","9","9113",3,"9113",false,false,0.103,-0.073,0.194,0.059
2012,497690.12,332,332,157,1499.07,35.395,"4mg030000","g","9113","9","9113",3,"9113",false,false,0.091,-0.062,0.174,0.022
2013,482438.83,306,306,153,1576.6,35.958,"4mg030000","g","9113","9","9113",2,"9113",false,false,-0.031,-0.078,0.126,-0.014
2014,565012.91,325,325,154,1738.5,34.991,"4mg030000","g","9113","9","9113",3,"9113",false,false,0.985,0.109,0.032,0.012
2002,21203.2,34,34,11,623.62,32.647,"4mg030000","g","9131","9","9131",4,"9131",false,false,,,,
2003,72391.61,106,106,19,682.94,35.415,"4mg030000","g","9131","9","9131",6,"9131",false,false,2.414,2.118,,
2004,167484.95,228,228,25,734.58,32.079,"4mg030000","g","9131","9","9131",10,"9131",false,false,1.314,1.151,,
2005,91549.28,86,86,25,1064.53,34.709,"4mg030000","g","9131","9","9131",4,"9131",false,false,-0.453,-0.623,,
2006,110376.73,91,91,30,1212.93,33.846,"4mg030000","g","9131","9","9131",4,"9131",false,false,0.206,0.058,,
2007,132348.44,102,102,31,1297.53,35.363,"4mg030000","g","9131","9","9131",4,"9131",false,false,0.199,0.121,0.442,0.246
2008,154128.52,104,104,29,1482.01,35.577,"4mg030000","g","9131","9","9131",4,"9131",false,false,0.165,0.02,0.163,-0.004
2009,119083.88,87,87,33,1368.78,35.368,"4mg030000","g","9131","9","9131",3,"9131",false,false,-0.227,-0.163,-0.066,-0.175
2010,86154.57,67,67,29,1285.89,35.761,"4mg030000","g","9131","9","9131",3,"9131",false,false,-0.277,-0.23,-0.012,-0.049
2011,153968.68,94,94,37,1637.97,36.638,"4mg030000","g","9131","9","9131",3,"9131",false,false,0.787,0.403,0.069,0.007
2012,161195.32,94,94,41,1714.84,37.011,"4mg030000","g","9131","9","9131",3,"9131",false,false,0.047,0,0.04,-0.016
2013,158616.42,78,78,37,2033.54,35.949,"4mg030000","g","9131","9","9131",3,"9131",false,false,-0.016,-0.17,0.006,-0.056
2014,156571.48,67,67,30,2336.89,38.104,"4mg030000","g","9131","9","9131",3,"9131",false,false,0.315,-0.23,-0.003,-0.03
2002,26017.9,26,26,15,1000.69,33.538,"4mg030000","g","9141","9","9141",2,"9141",false,false,,,,
2003,2394.74,7,7,4,342.11,29.143,"4mg030000","g","9141","9","9141",2,"9141",false,false,-0.908,-0.731,,
2004,12902.87,18,18,8,716.83,34.222,"4mg030000","g","9141","9","9141",3,"9141",false,false,4.388,1.571,,
2005,12652.77,23,23,13,550.12,35.913,"4mg030000","g","9141","9","9141",2,"9141",false,false,-0.019,0.278,,
2006,7086.62,14,14,11,506.19,33.571,"4mg030000","g","9141","9","9141",2,"9141",false,false,-0.44,-0.391,,
2007,16905.91,21,21,12,805.04,37,"4mg030000","g","9141","9","9141",2,"9141",false,false,1.386,0.5,-0.083,-0.042
2008,16896.73,17,17,13,993.93,39.471,"4mg030000","g","9141","9","9141",2,"9141",false,false,-0.001,-0.19,0.478,0.194
2009,31942.74,30,30,19,1064.76,38.433,"4mg030000","g","9141","9","9141",2,"9141",false,false,0.89,0.765,0.199,0.108
2010,44568.77,39,39,20,1142.79,37.769,"4mg030000","g","9141","9","9141",2,"9141",false,false,0.395,0.3,0.286,0.111
2011,25966.71,27,27,17,961.73,33.407,"4mg030000","g","9141","9","9141",2,"9141",false,false,-0.417,-0.308,0.297,0.14
2012,31915.63,29,29,25,1100.54,29.69,"4mg030000","g","9141","9","9141",2,"9141",false,false,0.229,0.074,0.136,0.067
2013,19230.9,18,18,14,1068.38,34.889,"4mg030000","g","9141","9","9141",2,"9141",false,false,-0.397,-0.379,0.026,0.011
2014,27198.15,22,22,15,1236.28,36.727,"4mg030000","g","9141","9","9141",2,"9141",false,false,-0.149,-0.267,0.072,0.041
2003,443.61,1,1,1,443.61,33,"4mg030000","g","9142","9","9142",1,"9142",false,false,,,,
2004,511.18,1,1,1,511.18,34,"4mg030000","g","9142","9","9142",1,"9142",false,false,0.152,0,,
2005,1202.28,2,2,2,601.14,50,"4mg030000","g","9142","9","9142",1,"9142",false,false,1.352,1,,
2006,773.76,1,1,1,773.76,36,"4mg030000","g","9142","9","9142",1,"9142",false,false,-0.356,-0.5,,
2007,1322.8,2,2,2,661.4,28.5,"4mg030000","g","9142","9","9142",1,"9142",false,false,0.71,1,,
2008,2393.29,4,4,3,598.32,40,"4mg030000","g","9142","9","9142",2,"9142",false,false,0.809,1,0.401,0.32
2009,3050.19,5,5,3,610.04,34.6,"4mg030000","g","9142","9","9142",2,"9142",false,false,0.274,0.25,0.429,0.38
2010,2707.56,4,4,3,676.89,38.25,"4mg030000","g","9142","9","9142",2,"9142",false,false,-0.112,-0.2,0.176,0.149
2011,1876.72,3,3,2,625.57,33.333,"4mg030000","g","9142","9","9142",2,"9142",false,false,-0.307,-0.25,0.194,0.246
2012,7135.96,7,7,3,1019.42,33,"4mg030000","g","9142","9","9142",3,"9142",false,false,2.802,1.333,0.401,0.285
2013,8735.73,7,7,3,1247.96,36.571,"4mg030000","g","9142","9","9142",3,"9142",false,false,0.224,0,0.296,0.118
2014,7531.09,4,4,3,1882.77,31.75,"4mg030000","g","9142","9","9142",2,"9142",false,false,1.469,-0.2,-0.029,-0.106
2002,3254.18,9,9,4,361.58,30,"4mg030000","g","9143","9","9143",3,"9143",false,false,,,,
2003,6888.2,17,17,7,405.19,33.647,"4mg030000","g","9143","9","9143",3,"9143",false,false,1.117,0.889,,
2004,12189.05,23,23,7,529.96,33.13,"4mg030000","g","9143","9","9143",4,"9143",false,false,0.77,0.353,,
2005,12005.86,23,23,11,521.99,34.826,"4mg030000","g","9143","9","9143",3,"9143",false,false,-0.015,0,,
2006,10321.95,21,21,10,491.52,34.857,"4mg030000","g","9143","9","9143",3,"9143",false,false,-0.14,-0.087,,
2007,15048.42,27,27,13,557.35,32.963,"4mg030000","g","9143","9","9143",3,"9143",false,false,0.458,0.286,0.358,0.246
2008,14587.22,26,26,14,561.05,34.692,"4mg030000","g","9143","9","9143",2,"9143",false,false,-0.031,-0.037,0.162,0.089
2009,18138.47,25,25,11,725.54,37.32,"4mg030000","g","9143","9","9143",3,"9143",false,false,0.243,-0.038,0.083,0.017
2010,20272.23,22,22,13,921.47,35.227,"4mg030000","g","9143","9","9143",2,"9143",false,false,0.118,-0.12,0.11,-0.009
2011,25942.51,26,26,16,997.79,33.115,"4mg030000","g","9143","9","9143",2,"9143",false,false,0.28,0.182,0.202,0.044
2012,18641.24,21,21,11,887.68,34.905,"4mg030000","g","9143","9","9143",2,"9143",false,false,-0.281,-0.192,0.044,-0.049
2013,10885.93,15,15,9,725.73,36.4,"4mg030000","g","9143","9","9143",2,"9143",false,false,-0.416,-0.286,-0.057,-0.104
2014,18106.06,19,19,8,952.95,33.895,"4mg030000","g","9143","9","9143",3,"9143",false,false,-0.002,-0.24,0.107,0.048
2002,1150836.14,2251,2261,760,508.99,31.688,"4mg030000","g","9144","9","9144",3,"9144",false,false,,,,
2003,1239136.85,2235,2239,783,553.43,31.704,"4mg030000","g","9144","9","9144",3,"9144",false,false,0.077,-0.007,,
2004,1437565.26,2356,2357,812,609.91,32.058,"4mg030000","g","9144","9","9144",3,"9144",false,false,0.16,0.054,,
2005,1526559.39,2410,2410,857,633.43,32.506,"4mg030000","g","9144","9","9144",3,"9144",false,false,0.062,0.023,,
2006,1723737.75,2452,2452,844,702.99,33.039,"4mg030000","g","9144","9","9144",3,"9144",false,false,0.129,0.017,,
2007,2130981.08,2800,2802,873,760.52,32.746,"4mg030000","g","9144","9","9144",4,"9144",false,false,0.236,0.142,0.131,0.045
2008,2387321.59,2862,2867,951,832.69,32.895,"4mg030000","g","9144","9","9144",4,"9144",false,false,0.12,0.022,0.14,0.051
2009,2684655.31,2826,2830,976,948.64,32.975,"4mg030000","g","9144","9","9144",3,"9144",false,false,0.125,-0.013,0.133,0.037
2010,3168127.11,2978,2981,1020,1062.77,32.982,"4mg030000","g","9144","9","9144",3,"9144",false,false,0.18,0.054,0.157,0.043
2011,3644984.35,3055,3061,1066,1190.78,33.287,"4mg030000","g","9144","9","9144",3,"9144",false,false,0.151,0.026,0.162,0.045
2012,4119842.26,3124,3125,1064,1318.35,33.198,"4mg030000","g","9144","9","9144",3,"9144",false,false,0.13,0.023,0.141,0.022
2013,4324165.73,3032,3036,1094,1424.3,33.512,"4mg030000","g","9144","9","9144",3,"9144",false,false,0.05,-0.029,0.126,0.012
2014,4655450.51,3022,3029,1128,1536.96,33.82,"4mg030000","g","9144","9","9144",3,"9144",false,false,0.734,0.069,0.015,-0.001
2003,5870.74,9,9,5,652.3,32.667,"4mg030000","g","9151","9","9151",2,"9151",false,false,,,,
2004,6518.56,14,14,5,465.61,28.214,"4mg030000","g","9151","9","9151",3,"9151",false,false,0.11,0.556,,
2005,27409.76,21,21,7,1305.23,35.381,"4mg030000","g","9151","9","9151",3,"9151",false,false,3.205,0.5,,
2006,39751.49,26,26,9,1528.9,37.5,"4mg030000","g","9151","9","9151",3,"9151",false,false,0.45,0.238,,
2007,78108.07,42,42,10,1859.72,36.31,"4mg030000","g","9151","9","9151",5,"9151",false,false,0.965,0.615,,
2008,66687.62,35,35,8,1905.36,36.229,"4mg030000","g","9151","9","9151",5,"9151",false,false,-0.146,-0.167,0.626,0.312
2009,8983.56,10,10,7,898.36,32,"4mg030000","g","9151","9","9151",2,"9151",false,false,-0.865,-0.714,0.066,-0.065
2010,22392.35,20,20,8,1119.62,43.7,"4mg030000","g","9151","9","9151",3,"9151",false,false,1.493,1,-0.04,-0.01
2011,14117,11,11,7,1283.36,34.909,"4mg030000","g","9151","9","9151",2,"9151",false,false,-0.37,-0.45,-0.187,-0.158
2012,17086.68,14,14,9,1220.48,39.143,"4mg030000","g","9151","9","9151",2,"9151",false,false,0.21,0.273,-0.262,-0.197
2013,23482.79,16,16,11,1467.67,39.562,"4mg030000","g","9151","9","9151",2,"9151",false,false,0.374,0.143,-0.188,-0.145
2014,31208.2,19,19,10,1642.54,34.316,"4mg030000","g","9151","9","9151",2,"9151",false,false,2.474,0.9,0.059,0.035
2003,736.54,3,3,2,245.51,19.667,"4mg030000","g","9152","9","9152",2,"9152",false,false,,,,
2004,2464.12,5,5,4,492.82,25,"4mg030000","g","9152","9","9152",2,"9152",false,false,2.346,0.667,,
2005,1545.99,3,3,3,515.33,25.667,"4mg030000","g","9152","9","9152",1,"9152",false,false,-0.373,-0.4,,
2006,772.16,2,2,2,386.08,23,"4mg030000","g","9152","9","9152",1,"9152",false,false,-0.501,-0.333,,
2007,1366.56,2,2,1,683.28,26,"4mg030000","g","9152","9","9152",2,"9152",false,false,0.77,0,,
2008,2980.95,1,1,1,2980.95,36,"4mg030000","g","9152","9","9152",1,"9152",false,false,1.181,-0.5,0.323,-0.197
2009,4367.99,3,3,2,1456,28.333,"4mg030000","g","9152","9","9152",2,"9152",false,false,0.465,2,0.121,-0.097
2012,920.29,1,1,1,920.29,29,"4mg030000","g","9152","9","9152",1,"9152",false,false,,,-0.076,-0.129
2014,1162.77,1,1,1,1162.77,26,"4mg030000","g","9152","9","9152",1,"9152",false,false,-0.734,-0.667,,
2003,5128.93,8,8,3,641.12,30.625,"4mg030000","g","9153","9","9153",3,"9153",false,false,,,,
2004,4603.76,7,7,4,657.68,32.857,"4mg030000","g","9153","9","9153",2,"9153",false,false,-0.102,-0.125,,
2005,4653.07,5,5,3,930.61,36.4,"4mg030000","g","9153","9","9153",2,"9153",false,false,0.011,-0.286,,
2006,8030.21,11,11,6,730.02,29.909,"4mg030000","g","9153","9","9153",2,"9153",false,false,0.726,1.2,,
2007,13510.04,13,13,6,1039.23,31.923,"4mg030000","g","9153","9","9153",3,"9153",false,false,0.682,0.182,,
2008,17968.97,16,16,7,1123.06,33.75,"4mg030000","g","9153","9","9153",3,"9153",false,false,0.33,0.231,0.285,0.149
2009,22975.43,15,15,6,1531.7,33.933,"4mg030000","g","9153","9","9153",3,"9153",false,false,0.279,-0.062,0.379,0.165
2010,32897.28,19,19,8,1731.44,36.211,"4mg030000","g","9153","9","9153",3,"9153",false,false,0.432,0.267,0.479,0.306
2011,74426.96,34,34,15,2189.03,33.147,"4mg030000","g","9153","9","9153",3,"9153",false,false,1.262,0.789,0.561,0.253
2012,37164.11,17,17,9,2186.12,32.824,"4mg030000","g","9153","9","9153",2,"9153",false,false,-0.501,-0.5,0.224,0.055
2013,32602.74,11,11,6,2963.89,32,"4mg030000","g","9153","9","9153",2,"9153",false,false,-0.123,-0.353,0.127,-0.072
2014,51086.54,18,18,9,2838.14,31.444,"4mg030000","g","9153","9","9153",2,"9153",false,false,1.224,0.2,0.094,0.104
2009,1634.73,3,3,1,544.91,21.333,"4mg030000","g","9154","9","9154",3,"9154",false,false,,,,
2010,3112.14,4,4,2,778.04,32.5,"4mg030000","g","9154","9","9154",2,"9154",false,false,0.904,0.333,,
2011,669.38,1,1,1,669.38,24,"4mg030000","g","9154","9","9154",1,"9154",false,false,-0.785,-0.75,,
2012,783.41,1,1,1,783.41,24,"4mg030000","g","9154","9","9154",1,"9154",false,false,0.17,0,,
2013,846.62,1,1,1,846.62,25,"4mg030000","g","9154","9","9154",1,"9154",false,false,0.081,0,,
2014,1640,2,2,2,820,31,"4mg030000","g","9154","9","9154",1,"9154",false,false,0.003,-0.333,0.141,0.149
2002,77765.87,131,131,73,593.63,36.038,"4mg030000","g","9191","9","9191",2,"9191",false,false,,,,
2003,45575.03,97,97,49,469.85,32.742,"4mg030000","g","9191","9","9191",2,"9191",false,false,-0.414,-0.26,,
2004,63362.56,115,115,55,550.98,33.426,"4mg030000","g","9191","9","9191",3,"9191",false,false,0.39,0.186,,
2005,62005.69,110,110,60,563.69,33.491,"4mg030000","g","9191","9","9191",2,"9191",false,false,-0.021,-0.043,,
2006,56693.8,103,103,55,550.43,32.786,"4mg030000","g","9191","9","9191",2,"9191",false,false,-0.086,-0.064,,
2007,73957.46,114,114,52,648.75,31.991,"4mg030000","g","9191","9","9191",3,"9191",false,false,0.305,0.107,-0.01,-0.027
2008,80939.51,127,127,68,637.32,33.354,"4mg030000","g","9191","9","9191",2,"9191",false,false,0.094,0.114,0.122,0.055
2009,84970.17,113,113,64,751.95,34.469,"4mg030000","g","9191","9","9191",2,"9191",false,false,0.05,-0.11,0.06,-0.004
2010,93710.35,117,117,71,800.94,36.026,"4mg030000","g","9191","9","9191",2,"9191",false,false,0.103,0.035,0.086,0.012
2011,113533.13,129,129,75,880.1,34.643,"4mg030000","g","9191","9","9191",2,"9191",false,false,0.212,0.103,0.149,0.046
2012,136153.62,137,137,79,993.82,36.102,"4mg030000","g","9191","9","9191",2,"9191",false,false,0.199,0.062,0.13,0.037
2013,145812.93,131,131,67,1113.08,34.496,"4mg030000","g","9191","9","9191",2,"9191",false,false,0.071,-0.044,0.125,0.006
2014,172717.55,137,137,74,1260.71,34.905,"4mg030000","g","9191","9","9191",2,"9191",false,false,1.033,0.212,0.034,0.009
2003,59735.47,107,107,49,558.28,34.355,"4mg030000","g","9192","9","9192",3,"9192",false,false,,,,
2004,79494.22,127,127,57,625.94,33.89,"4mg030000","g","9192","9","9192",3,"9192",false,false,0.331,0.187,,
2005,102631.6,151,151,64,679.68,31.417,"4mg030000","g","9192","9","9192",3,"9192",false,false,0.291,0.189,,
2006,153699.59,185,185,73,830.81,32.741,"4mg030000","g","9192","9","9192",3,"9192",false,false,0.498,0.225,,
2007,163351.42,176,176,68,928.13,33.517,"4mg030000","g","9192","9","9192",3,"9192",false,false,0.063,-0.049,,
2008,182332.14,172,172,63,1060.07,32.942,"4mg030000","g","9192","9","9192",3,"9192",false,false,0.116,-0.023,0.25,0.1
2009,177669.04,174,174,66,1021.09,32.333,"4mg030000","g","9192","9","9192",3,"9192",false,false,-0.026,0.012,0.175,0.065
2010,206662.1,160,161,69,1283.62,34.137,"4mg030000","g","9192","9","9192",3,"9192",false,false,0.163,-0.08,0.15,0.012
2011,264170.54,183,183,71,1443.56,33.596,"4mg030000","g","9192","9","9192",3,"9192",false,false,0.278,0.144,0.114,-0.002
2012,249933.47,164,164,67,1523.99,34.311,"4mg030000","g","9192","9","9192",3,"9192",false,false,-0.054,-0.104,0.089,-0.014
