year,wage,num_emp,num_jobs,num_est,wage_avg,age_avg,bra_id,cnae_id,cbo_id,cbo_1,cbo_4,num_jobs_est,cbo_display,bra_rca,wld_rca,wage_growth,num_emp_growth,wage_growth_5,num_emp_growth_5
2010,1555439.59,1325,1325,443,1173.92,30.125,"4mg030000","g","3132","3","3132",3,"3132",false,false,0.121,0.002,0.179,0.066
2011,1593535.34,1234,1236,451,1289.27,30.519,"4mg030000","g","3132","3","3132",3,"3132",false,false,0.024,-0.069,0.146,0.037
2012,2028874.01,1244,1244,428,1630.93,31.262,"4mg030000","g","3132","3","3132",3,"3132",false,false,0.273,0.008,0.162,0.016
2013,1859887.77,1163,1165,427,1596.47,31.001,"4mg030000","g","3132","3","3132",3,"3132",false,false,-0.083,-0.065,0.091,-0.017
2014,1948844.67,1104,1104,423,1765.26,31.329,"4mg030000","g","3132","3","3132",3,"3132",false,false,0.404,-0.165,0.009,-0.01
2002,152602.78,213,214,107,713.1,28.874,"4mg030000","g","3133","3","3133",2,"3133",false,false,,,,
2003,110245.76,137,137,45,804.71,30.467,"4mg030000","g","3133","3","3133",4,"3133",false,false,-0.278,-0.357,,
2004,112626.82,120,120,46,938.56,30.175,"4mg030000","g","3133","3","3133",3,"3133",false,false,0.022,-0.124,,
2005,123256.18,139,139,42,886.74,30.367,"4mg030000","g","3133","3","3133",4,"3133",false,false,0.094,0.158,,
2006,68782.63,66,66,36,1042.16,30.909,"4mg030000","g","3133","3","3133",2,"3133",false,false,-0.442,-0.525,,
2007,131135.1,96,101,51,1298.37,32.178,"4mg030000","g","3133","3","3133",2,"3133",false,false,0.907,0.455,-0.03,-0.147
2008,117205.19,101,101,60,1160.45,32.149,"4mg030000","g","3133","3","3133",2,"3133",false,false,-0.106,0.052,0.012,-0.059
2009,118594.05,101,101,55,1174.2,33.228,"4mg030000","g","3133","3","3133",2,"3133",false,false,0.012,0,0.01,-0.034
2010,182376.91,139,139,63,1312.06,33.849,"4mg030000","g","3133","3","3133",3,"3133",false,false,0.538,0.376,0.082,0
2011,190035,130,130,56,1461.81,33.038,"4mg030000","g","3133","3","3133",3,"3133",false,false,0.042,-0.065,0.225,0.145
2012,285753.91,164,164,65,1742.4,32.494,"4mg030000","g","3133","3","3133",3,"3133",false,false,0.504,0.262,0.169,0.113
2013,277341.39,141,141,60,1966.96,32.801,"4mg030000","g","3133","3","3133",3,"3133",false,false,-0.029,-0.14,0.188,0.069
2014,219397,108,108,52,2031.45,34.213,"4mg030000","g","3133","3","3133",3,"3133",false,false,0.85,0.069,-0.046,-0.052
2002,3929.23,6,6,6,654.87,33.833,"4mg030000","g","3134","3","3134",1,"3134",false,false,,,,
2003,25849.96,56,56,24,461.61,31.946,"4mg030000","g","3134","3","3134",3,"3134",false,false,5.579,8.333,,
2004,26902.17,48,48,27,560.46,34.396,"4mg030000","g","3134","3","3134",2,"3134",false,false,0.041,-0.143,,
2005,22109.05,40,40,25,552.73,34.875,"4mg030000","g","3134","3","3134",2,"3134",false,false,-0.178,-0.167,,
2006,29089.52,45,45,26,646.43,36.578,"4mg030000","g","3134","3","3134",2,"3134",false,false,0.316,0.125,,
2007,27261.31,34,34,22,801.8,37.353,"4mg030000","g","3134","3","3134",2,"3134",false,false,-0.063,-0.244,0.473,0.415
2008,25561.61,35,35,22,730.33,38.429,"4mg030000","g","3134","3","3134",2,"3134",false,false,-0.062,0.029,-0.002,-0.09
2009,32216.57,34,34,23,947.55,41.235,"4mg030000","g","3134","3","3134",2,"3134",false,false,0.26,-0.029,0.037,-0.067
2010,38339.6,39,39,21,983.07,37.872,"4mg030000","g","3134","3","3134",2,"3134",false,false,0.19,0.147,0.116,-0.005
2011,38440.27,38,38,23,1011.59,37.737,"4mg030000","g","3134","3","3134",2,"3134",false,false,0.003,-0.026,0.057,-0.033
2012,54523.19,42,42,25,1298.17,39.524,"4mg030000","g","3134","3","3134",2,"3134",false,false,0.418,0.105,0.149,0.043
2013,65840.11,45,45,29,1463.11,36.822,"4mg030000","g","3134","3","3134",2,"3134",false,false,0.208,0.071,0.208,0.052
2014,84875.17,50,50,32,1697.5,38.06,"4mg030000","g","3134","3","3134",2,"3134",false,false,1.635,0.471,0.052,0.021
2002,12546.72,16,16,11,784.17,28.812,"4mg030000","g","3135","3","3135",2,"3135",false,false,,,,
2005,787.59,1,1,1,787.59,28,"4mg030000","g","3135","3","3135",1,"3135",false,false,,,,
2007,782.1,1,1,1,782.1,34,"4mg030000","g","3135","3","3135",1,"3135",false,false,,,-0.426,-0.426
2008,1995.67,2,2,1,997.84,27.5,"4mg030000","g","3135","3","3135",2,"3135",false,false,1.552,1,,
2009,2257.55,2,2,1,1128.78,27,"4mg030000","g","3135","3","3135",2,"3135",false,false,0.131,0,,
2010,552,1,1,1,552,37,"4mg030000","g","3135","3","3135",1,"3135",false,false,-0.755,-0.5,-0.069,0
2012,1604,2,2,2,802,29.5,"4mg030000","g","3135","3","3135",1,"3135",false,false,,,0.154,0.149
2013,1806.13,2,2,2,903.07,30.5,"4mg030000","g","3135","3","3135",1,"3135",false,false,0.126,0,-0.02,0
2014,1743.26,2,2,2,871.63,27.5,"4mg030000","g","3135","3","3135",1,"3135",false,false,-0.228,0,-0.007,0
2002,86940.24,108,108,26,805,37.306,"4mg030000","g","3141","3","3141",5,"3141",false,false,,,,
2003,223427.72,327,327,114,683.27,32.257,"4mg030000","g","3141","3","3141",3,"3141",false,false,1.57,2.028,,
2004,257521.33,298,298,110,864.17,32.993,"4mg030000","g","3141","3","3141",3,"3141",false,false,0.153,-0.089,,
2005,291686.87,306,306,112,953.23,32.899,"4mg030000","g","3141","3","3141",3,"3141",false,false,0.133,0.027,,
2006,419632.07,389,390,123,1075.98,32.31,"4mg030000","g","3141","3","3141",4,"3141",false,false,0.439,0.271,,
2007,436513.19,379,379,126,1151.75,33.05,"4mg030000","g","3141","3","3141",4,"3141",false,false,0.04,-0.026,0.381,0.285
2008,426583.71,338,338,125,1262.08,33.29,"4mg030000","g","3141","3","3141",3,"3141",false,false,-0.023,-0.108,0.138,0.007
2009,471077.74,341,341,127,1381.46,33.023,"4mg030000","g","3141","3","3141",3,"3141",false,false,0.104,0.009,0.128,0.027
2010,526907.37,347,347,137,1518.47,33.873,"4mg030000","g","3141","3","3141",3,"3141",false,false,0.119,0.018,0.126,0.025
2011,578025.09,354,354,129,1632.84,33.246,"4mg030000","g","3141","3","3141",3,"3141",false,false,0.097,0.02,0.066,-0.019
2012,635665.92,359,359,130,1770.66,33.145,"4mg030000","g","3141","3","3141",3,"3141",false,false,0.1,0.014,0.078,-0.011
2013,633900.99,340,340,134,1864.42,32.715,"4mg030000","g","3141","3","3141",3,"3141",false,false,-0.003,-0.053,0.082,0.001
2014,679260.34,352,353,138,1924.25,31.941,"4mg030000","g","3141","3","3141",3,"3141",false,false,0.442,0.032,0.014,0.007
2003,2028.06,4,4,3,507.02,31,"4mg030000","g","3142","3","3142",2,"3142",false,false,,,,
2004,3902.81,6,6,3,650.47,30.5,"4mg030000","g","3142","3","3142",2,"3142",false,false,0.924,0.5,,
2005,6579.31,7,7,4,939.9,27.143,"4mg030000","g","3142","3","3142",2,"3142",false,false,0.686,0.167,,
2006,6109.91,6,6,4,1018.32,26.5,"4mg030000","g","3142","3","3142",2,"3142",false,false,-0.071,-0.143,,
2007,7785.37,7,7,4,1112.2,27.571,"4mg030000","g","3142","3","3142",2,"3142",false,false,0.274,0.167,,
2008,6202.66,6,6,2,1033.78,26.833,"4mg030000","g","3142","3","3142",3,"3142",false,false,-0.203,-0.143,0.251,0.084
2009,9085.1,8,8,3,1135.64,28.625,"4mg030000","g","3142","3","3142",3,"3142",false,false,0.465,0.333,0.184,0.059
2010,14191.66,10,10,5,1419.17,31.4,"4mg030000","g","3142","3","3142",2,"3142",false,false,0.562,0.25,0.166,0.074
2011,14794.13,13,13,7,1138.01,34,"4mg030000","g","3142","3","3142",2,"3142",false,false,0.042,0.3,0.193,0.167
2012,18564.96,16,16,10,1160.31,33.875,"4mg030000","g","3142","3","3142",2,"3142",false,false,0.255,0.231,0.19,0.18
2013,10636.68,9,9,7,1181.85,33.556,"4mg030000","g","3142","3","3142",2,"3142",false,false,-0.427,-0.438,0.114,0.084
2014,23055.83,17,17,9,1356.23,35.353,"4mg030000","g","3142","3","3142",2,"3142",false,false,1.538,1.125,0.167,0.136
2002,14652.36,19,19,10,771.18,29.842,"4mg030000","g","3143","3","3143",2,"3143",false,false,,,,
2003,23480.93,24,24,13,978.37,31.458,"4mg030000","g","3143","3","3143",2,"3143",false,false,0.603,0.263,,
2004,35793.87,36,36,16,994.27,31.889,"4mg030000","g","3143","3","3143",3,"3143",false,false,0.524,0.5,,
2005,69400.13,59,60,21,1156.67,30.5,"4mg030000","g","3143","3","3143",3,"3143",false,false,0.939,0.639,,
2006,70110.79,53,53,22,1322.85,31.887,"4mg030000","g","3143","3","3143",3,"3143",false,false,0.01,-0.102,,
2007,86196.4,68,68,19,1267.59,32.721,"4mg030000","g","3143","3","3143",4,"3143",false,false,0.229,0.283,0.425,0.29
2008,37961.5,23,23,18,1650.5,35.783,"4mg030000","g","3143","3","3143",2,"3143",false,false,-0.56,-0.662,0.101,-0.008
2009,44027.46,26,26,13,1693.36,34.654,"4mg030000","g","3143","3","3143",2,"3143",false,false,0.16,0.13,0.042,-0.063
2010,57354.02,30,30,14,1911.8,32.7,"4mg030000","g","3143","3","3143",3,"3143",false,false,0.303,0.154,-0.037,-0.127
2011,58360.68,26,26,12,2244.64,34.615,"4mg030000","g","3143","3","3143",3,"3143",false,false,0.018,-0.133,-0.036,-0.133
2012,60784,25,25,12,2431.36,34.64,"4mg030000","g","3143","3","3143",3,"3143",false,false,0.042,-0.038,-0.067,-0.181
2013,106464.96,42,42,14,2534.88,34.024,"4mg030000","g","3143","3","3143",3,"3143",false,false,0.752,0.68,0.229,0.128
2014,108177.33,37,37,14,2923.71,34.73,"4mg030000","g","3143","3","3143",3,"3143",false,false,1.457,0.423,0.003,-0.025
2003,31503.25,65,65,32,484.67,27.292,"4mg030000","g","3144","3","3144",3,"3144",false,false,,,,
2004,48435.14,74,74,40,654.53,27.932,"4mg030000","g","3144","3","3144",2,"3144",false,false,0.537,0.138,,
2005,68553.1,106,106,52,646.73,27.811,"4mg030000","g","3144","3","3144",3,"3144",false,false,0.415,0.432,,
2006,64559.34,89,89,46,725.39,28,"4mg030000","g","3144","3","3144",2,"3144",false,false,-0.058,-0.16,,
2007,71325.65,86,86,49,829.37,30.523,"4mg030000","g","3144","3","3144",2,"3144",false,false,0.105,-0.034,,
2008,89924.19,99,99,53,908.33,31.01,"4mg030000","g","3144","3","3144",2,"3144",false,false,0.261,0.151,0.233,0.088
2009,139739.85,139,139,65,1005.32,31.209,"4mg030000","g","3144","3","3144",3,"3144",false,false,0.554,0.404,0.236,0.134
2010,225046.15,148,148,70,1520.58,32.642,"4mg030000","g","3144","3","3144",3,"3144",false,false,0.61,0.065,0.268,0.069
2011,253236.32,158,158,75,1602.76,33.329,"4mg030000","g","3144","3","3144",3,"3144",false,false,0.125,0.068,0.314,0.122
2012,299648.34,161,161,77,1861.17,34.435,"4mg030000","g","3144","3","3144",3,"3144",false,false,0.183,0.019,0.333,0.134
2013,440999.17,194,194,74,2273.19,34.443,"4mg030000","g","3144","3","3144",3,"3144",false,false,0.472,0.205,0.374,0.144
2014,248770.94,139,139,69,1789.72,34.698,"4mg030000","g","3144","3","3144",3,"3144",false,false,0.78,0,-0.108,-0.065
2002,6175.89,6,6,4,1029.32,36.333,"4mg030000","g","3146","3","3146",2,"3146",false,false,,,,
2003,655.25,1,1,1,655.25,23,"4mg030000","g","3146","3","3146",1,"3146",false,false,-0.894,-0.833,,
2004,1062.5,1,1,1,1062.5,24,"4mg030000","g","3146","3","3146",1,"3146",false,false,0.622,0,,
2005,2489.52,5,5,1,497.9,19.8,"4mg030000","g","3146","3","3146",5,"3146",false,false,1.343,4,,
2007,1499.33,3,3,2,499.78,23.667,"4mg030000","g","3146","3","3146",2,"3146",false,false,,,-0.247,-0.129
2008,4483.95,7,7,3,640.56,31.143,"4mg030000","g","3146","3","3146",3,"3146",false,false,1.991,1.333,0.469,0.476
2009,3360.31,6,6,3,560.05,25.667,"4mg030000","g","3146","3","3146",2,"3146",false,false,-0.251,-0.143,0.259,0.431
2010,5159.27,7,7,4,737.04,27.714,"4mg030000","g","3146","3","3146",2,"3146",false,false,0.535,0.167,0.157,0.07
2011,4270.31,6,6,4,711.72,28.5,"4mg030000","g","3146","3","3146",2,"3146",false,false,-0.172,-0.143,,
2012,2025.59,3,3,1,675.2,31.667,"4mg030000","g","3146","3","3146",3,"3146",false,false,-0.526,-0.5,0.062,0
2013,6361.97,3,3,2,2120.66,24,"4mg030000","g","3146","3","3146",2,"3146",false,false,2.141,0,0.072,-0.156
2014,4532.21,2,2,2,2266.11,34,"4mg030000","g","3146","3","3146",1,"3146",false,false,0.349,-0.667,-0.066,-0.078
2002,1064.66,2,2,2,532.33,26.5,"4mg030000","g","3147","3","3147",1,"3147",false,false,,,,
2003,6079.98,16,16,3,380,26.062,"4mg030000","g","3147","3","3147",6,"3147",false,false,4.711,7,,
2004,8497.73,18,18,2,472.1,26.722,"4mg030000","g","3147","3","3147",9,"3147",false,false,0.398,0.125,,
2005,5923.67,11,11,4,538.52,24.727,"4mg030000","g","3147","3","3147",3,"3147",false,false,-0.303,-0.389,,
2006,4209.49,8,8,1,526.19,24.75,"4mg030000","g","3147","3","3147",8,"3147",false,false,-0.289,-0.273,,
2007,507.6,1,1,1,507.6,37,"4mg030000","g","3147","3","3147",1,"3147",false,false,-0.879,-0.875,-0.138,-0.129
2010,1650.48,1,1,1,1650.48,32,"4mg030000","g","3147","3","3147",1,"3147",false,false,,,-0.226,-0.381
2011,3081.66,2,2,2,1540.83,27.5,"4mg030000","g","3147","3","3147",1,"3147",false,false,0.867,1,-0.06,-0.242
2012,3494.33,2,2,2,1747.17,26.5,"4mg030000","g","3147","3","3147",1,"3147",false,false,0.134,0,0.471,0.149
2013,121206.99,30,30,2,4040.23,39.833,"4mg030000","g","3147","3","3147",15,"3147",false,false,33.687,14,,
2014,116379.2,25,25,3,4655.17,40.72,"4mg030000","g","3147","3","3147",9,"3147",false,false,,,-0.008,-0.036
2011,5278.69,1,1,1,5278.69,28,"4mg030000","g","3161","3","3161",1,"3161",false,false,,,,
2002,1218.2,1,1,1,1218.2,27,"4mg030000","g","3163","3","3163",1,"3163",false,false,,,,
2003,1607.73,1,1,1,1607.73,28,"4mg030000","g","3163","3","3163",1,"3163",false,false,0.32,0,,
2004,2688.64,3,3,2,896.21,24,"4mg030000","g","3163","3","3163",2,"3163",false,false,0.672,2,,
2005,684.13,2,2,2,342.07,28,"4mg030000","g","3163","3","3163",1,"3163",false,false,-0.746,-0.333,,
2007,3200.57,3,3,2,1066.86,36,"4mg030000","g","3163","3","3163",2,"3163",false,false,,,0.213,0.246
2008,945.33,1,1,1,945.33,30,"4mg030000","g","3163","3","3163",1,"3163",false,false,-0.705,-0.667,-0.101,0
2009,8771.92,4,4,3,2192.98,33.75,"4mg030000","g","3163","3","3163",2,"3163",false,false,8.279,3,0.267,0.059
2010,12838.16,5,5,4,2567.63,36.2,"4mg030000","g","3163","3","3163",2,"3163",false,false,0.464,0.25,0.798,0.201
2011,9403.58,4,4,2,2350.9,29,"4mg030000","g","3163","3","3163",2,"3163",false,false,-0.268,-0.2,,
2012,5465.52,2,2,2,2732.76,25.5,"4mg030000","g","3163","3","3163",1,"3163",false,false,-0.419,-0.5,0.113,-0.078
2013,4875.99,4,4,2,1219,25.5,"4mg030000","g","3163","3","3163",2,"3163",false,false,-0.108,1,0.388,0.32
2014,3711.45,1,1,1,3711.45,30,"4mg030000","g","3163","3","3163",1,"3163",false,false,-0.577,-0.75,-0.053,-0.242
2002,88599.2,98,98,57,904.07,27.408,"4mg030000","g","3171","3","3171",2,"3171",false,false,,,,
2003,88814.34,98,98,59,906.27,28.582,"4mg030000","g","3171","3","3171",2,"3171",false,false,0.002,0,,
2004,131141.02,114,114,63,1150.36,28.272,"4mg030000","g","3171","3","3171",2,"3171",false,false,0.477,0.163,,
2005,160962.03,127,127,78,1267.42,28.205,"4mg030000","g","3171","3","3171",2,"3171",false,false,0.227,0.114,,
2006,157469.7,127,127,75,1239.92,28.126,"4mg030000","g","3171","3","3171",2,"3171",false,false,-0.022,0,,
2007,211060.11,148,148,86,1426.08,29.007,"4mg030000","g","3171","3","3171",2,"3171",false,false,0.34,0.165,0.19,0.086
2008,241780.16,149,149,86,1622.69,28.591,"4mg030000","g","3171","3","3171",2,"3171",false,false,0.146,0.007,0.222,0.087
2009,198299.12,134,134,84,1479.84,29.507,"4mg030000","g","3171","3","3171",2,"3171",false,false,-0.18,-0.101,0.086,0.033
2010,186736.16,125,126,65,1482.03,28.833,"4mg030000","g","3171","3","3171",2,"3171",false,false,-0.058,-0.067,0.03,-0.003
2011,257389.58,148,148,65,1739.12,28.223,"4mg030000","g","3171","3","3171",3,"3171",false,false,0.378,0.184,0.103,0.031
2012,358693.95,139,139,71,2580.53,30.655,"4mg030000","g","3171","3","3171",2,"3171",false,false,0.394,-0.061,0.112,-0.012
2013,400631.49,137,137,71,2924.32,31.007,"4mg030000","g","3171","3","3171",2,"3171",false,false,0.117,-0.014,0.106,-0.017
2014,363217.89,121,121,69,3001.8,31.893,"4mg030000","g","3171","3","3171",2,"3171",false,false,0.832,-0.097,-0.019,-0.025
2002,156579.87,307,308,182,508.38,27.159,"4mg030000","g","3172","3","3172",2,"3172",false,false,,,,
2003,216785.15,311,311,138,697.06,27.177,"4mg030000","g","3172","3","3172",3,"3172",false,false,0.385,0.013,,
2004,351638.45,423,423,143,831.3,27.3,"4mg030000","g","3172","3","3172",3,"3172",false,false,0.622,0.36,,
2005,345950.8,447,447,147,773.94,27.519,"4mg030000","g","3172","3","3172",4,"3172",false,false,-0.016,0.057,,
2006,264824.97,330,330,143,802.5,27.703,"4mg030000","g","3172","3","3172",3,"3172",false,false,-0.235,-0.262,,
2007,336915.11,349,350,147,962.62,28.443,"4mg030000","g","3172","3","3172",3,"3172",false,false,0.272,0.058,0.166,0.026
2008,256728.32,250,250,144,1026.91,29.4,"4mg030000","g","3172","3","3172",2,"3172",false,false,-0.238,-0.284,0.034,-0.043
2009,279670.01,256,258,146,1083.99,29.508,"4mg030000","g","3172","3","3172",2,"3172",false,false,0.089,0.024,-0.045,-0.096
2010,337424.7,301,301,142,1121.01,28.92,"4mg030000","g","3172","3","3172",3,"3172",false,false,0.207,0.176,-0.005,-0.076
2011,378795.38,312,312,141,1214.09,29.064,"4mg030000","g","3172","3","3172",3,"3172",false,false,0.123,0.037,0.074,-0.011
2012,732454.61,448,448,141,1634.94,28.917,"4mg030000","g","3172","3","3172",4,"3172",false,false,0.934,0.436,0.168,0.051
2013,913320.76,447,447,141,2043.22,29.286,"4mg030000","g","3172","3","3172",4,"3172",false,false,0.247,-0.002,0.289,0.123
2014,783835.52,444,444,141,1765.4,29.944,"4mg030000","g","3172","3","3172",4,"3172",false,false,1.803,0.734,-0.03,-0.001
2002,29280.14,29,29,18,1009.66,33.207,"4mg030000","g","3180","3","3180",2,"3180",false,false,,,,
2003,7913.35,16,16,13,494.58,29.812,"4mg030000","g","3180","3","3180",2,"3180",false,false,-0.73,-0.448,,
2004,12082.58,22,22,19,549.21,31.091,"4mg030000","g","3180","3","3180",2,"3180",false,false,0.527,0.375,,
2005,8717.97,16,16,13,544.87,31.25,"4mg030000","g","3180","3","3180",2,"3180",false,false,-0.278,-0.273,,
2006,10454.34,15,15,13,696.96,28.867,"4mg030000","g","3180","3","3180",2,"3180",false,false,0.199,-0.062,,
2007,9590.26,13,13,10,737.71,32.077,"4mg030000","g","3180","3","3180",2,"3180",false,false,-0.083,-0.133,-0.2,-0.148
2008,16665.78,21,21,17,793.61,29.19,"4mg030000","g","3180","3","3180",2,"3180",false,false,0.738,0.615,0.161,0.056
2009,62612.37,33,33,20,1897.35,31.152,"4mg030000","g","3180","3","3180",2,"3180",false,false,2.757,0.571,0.39,0.084
2010,87875.52,39,39,21,2253.22,32.538,"4mg030000","g","3180","3","3180",2,"3180",false,false,0.403,0.182,0.587,0.195
2011,110609.7,46,46,21,2404.56,30.739,"4mg030000","g","3180","3","3180",3,"3180",false,false,0.259,0.179,0.603,0.251
2012,139297.4,47,47,21,2963.77,31.255,"4mg030000","g","3180","3","3180",3,"3180",false,false,0.259,0.022,0.708,0.293
2013,141826.61,43,43,19,3298.29,34.349,"4mg030000","g","3180","3","3180",3,"3180",false,false,0.018,-0.085,0.535,0.154
2014,65698.02,28,28,21,2346.36,30.393,"4mg030000","g","3180","3","3180",2,"3180",false,false,0.049,-0.152,-0.143,-0.082
2002,1391.4,2,2,2,695.7,35,"4mg030000","g","3181","3","3181",1,"3181",false,false,,,,
2003,1205.61,1,1,1,1205.61,27,"4mg030000","g","3181","3","3181",1,"3181",false,false,-0.134,-0.5,,
2004,1406.1,1,1,1,1406.1,28,"4mg030000","g","3181","3","3181",1,"3181",false,false,0.166,0,,
2006,3179.59,4,4,4,794.9,33.25,"4mg030000","g","3181","3","3181",1,"3181",false,false,,,,
2007,8593.72,15,15,5,572.92,27.933,"4mg030000","g","3181","3","3181",3,"3181",false,false,1.703,2.75,0.439,0.496
2008,5240.9,6,6,6,873.48,27.833,"4mg030000","g","3181","3","3181",1,"3181",false,false,-0.39,-0.6,0.342,0.431
2009,3196.98,4,4,4,799.25,28.25,"4mg030000","g","3181","3","3181",1,"3181",false,false,-0.39,-0.333,0.179,0.32
2010,16447.87,11,11,7,1495.26,27.364,"4mg030000","g","3181","3","3181",2,"3181",false,false,4.145,1.75,,
2011,18565.88,11,11,7,1687.81,28.182,"4mg030000","g","3181","3","3181",2,"3181",false,false,0.129,0,0.423,0.224
2012,14501.33,9,9,9,1611.26,31.556,"4mg030000","g","3181","3","3181",1,"3181",false,false,-0.219,-0.182,0.11,-0.097
2013,21569.33,16,16,13,1348.08,31.188,"4mg030000","g","3181","3","3181",2,"3181",false,false,0.487,0.778,0.327,0.217
2014,22312.57,13,13,11,1716.35,31,"4mg030000","g","3181","3","3181",2,"3181",false,false,5.979,2.25,0.007,-0.041
2002,7748.85,3,3,1,2582.95,42.667,"4mg030000","g","3182","3","3182",3,"3182",false,false,,,,
2003,513.86,1,1,1,513.86,24,"4mg030000","g","3182","3","3182",1,"3182",false,false,-0.934,-0.667,,
2004,1067.84,2,2,2,533.92,23.5,"4mg030000","g","3182","3","3182",1,"3182",false,false,1.078,1,,
2007,3187.45,2,2,1,1593.73,39,"4mg030000","g","3182","3","3182",2,"3182",false,false,,,-0.163,-0.078
2008,3413.05,2,2,1,1706.53,40,"4mg030000","g","3182","3","3182",2,"3182",false,false,0.071,0,0.46,0.149
2009,2993.73,2,2,1,1496.87,41,"4mg030000","g","3182","3","3182",2,"3182",false,false,-0.123,0,0.229,0
2010,4402.2,3,3,2,1467.4,34.333,"4mg030000","g","3182","3","3182",2,"3182",false,false,0.47,0.5,,
2011,7003.51,4,4,4,1750.88,44.25,"4mg030000","g","3182","3","3182",1,"3182",false,false,0.591,0.333,,
2012,6038.66,4,4,3,1509.67,35,"4mg030000","g","3182","3","3182",2,"3182",false,false,-0.138,0,0.136,0.149
2013,9954.24,5,5,4,1990.85,33.6,"4mg030000","g","3182","3","3182",2,"3182",false,false,0.648,0.25,0.239,0.201
2014,7049.85,4,4,3,1762.46,25.75,"4mg030000","g","3182","3","3182",2,"3182",false,false,1.355,1,-0.067,-0.044
2002,10990.8,32,32,16,343.46,25.344,"4mg030000","g","3183","3","3183",2,"3183",false,false,,,,
2003,2770.17,6,6,1,461.7,27.667,"4mg030000","g","3183","3","3183",6,"3183",false,false,-0.748,-0.812,,
2004,2876.31,6,6,2,479.39,23.667,"4mg030000","g","3183","3","3183",3,"3183",false,false,0.038,0,,
2005,1166.5,4,4,1,291.63,28.5,"4mg030000","g","3183","3","3183",4,"3183",false,false,-0.594,-0.333,,
2006,2373.55,5,5,3,474.71,24.2,"4mg030000","g","3183","3","3183",2,"3183",false,false,1.035,0.25,,
2007,3712.84,7,7,4,530.41,30.571,"4mg030000","g","3183","3","3183",2,"3183",false,false,0.564,0.4,-0.195,-0.262
2008,4667.31,8,8,5,583.41,33.375,"4mg030000","g","3183","3","3183",2,"3183",false,false,0.257,0.143,0.11,0.059
2009,2029.74,3,3,3,676.58,25.667,"4mg030000","g","3183","3","3183",1,"3183",false,false,-0.565,-0.625,-0.067,-0.129
2010,977.65,2,2,2,488.83,45.5,"4mg030000","g","3183","3","3183",1,"3183",false,false,-0.518,-0.333,-0.035,-0.129
2011,3223.49,2,2,2,1611.75,38.5,"4mg030000","g","3183","3","3183",1,"3183",false,false,2.297,0,0.063,-0.167
2012,2066.37,2,2,2,1033.19,27,"4mg030000","g","3183","3","3183",1,"3183",false,false,-0.359,0,-0.111,-0.222
2013,2480.64,2,2,2,1240.32,34.5,"4mg030000","g","3183","3","3183",1,"3183",false,false,0.2,0,-0.119,-0.242
2014,4215.07,3,3,3,1405.02,30,"4mg030000","g","3183","3","3183",1,"3183",false,false,1.077,0,0.112,0.084
2002,4403.48,8,8,8,550.44,35.125,"4mg030000","g","3184","3","3184",1,"3184",false,false,,,,
2003,9582.4,17,17,12,563.67,32.294,"4mg030000","g","3184","3","3184",2,"3184",false,false,1.176,1.125,,
2004,5677.23,10,10,7,567.72,31.4,"4mg030000","g","3184","3","3184",2,"3184",false,false,-0.408,-0.412,,
2005,10624.81,17,17,15,624.99,32.353,"4mg030000","g","3184","3","3184",2,"3184",false,false,0.871,0.7,,
2006,18015.34,24,24,19,750.64,30.625,"4mg030000","g","3184","3","3184",2,"3184",false,false,0.696,0.412,,
2007,17694.41,20,20,16,884.72,30.85,"4mg030000","g","3184","3","3184",2,"3184",false,false,-0.018,-0.167,0.321,0.201
2008,26049.74,29,29,24,898.27,30.517,"4mg030000","g","3184","3","3184",2,"3184",false,false,0.472,0.45,0.221,0.113
2009,23806.06,26,26,23,915.62,29.077,"4mg030000","g","3184","3","3184",2,"3184",false,false,-0.086,-0.103,0.332,0.211
2010,30201.5,31,31,22,974.24,28.774,"4mg030000","g","3184","3","3184",2,"3184",false,false,0.269,0.192,0.232,0.128
2011,18455.34,17,17,13,1085.61,28.118,"4mg030000","g","3184","3","3184",2,"3184",false,false,-0.389,-0.452,0.005,-0.067
2012,33907.06,26,26,18,1304.12,29.423,"4mg030000","g","3184","3","3184",2,"3184",false,false,0.837,0.529,0.139,0.054
2013,36492.11,31,31,25,1177.17,28.581,"4mg030000","g","3184","3","3184",2,"3184",false,false,0.076,0.192,0.07,0.013
2014,50481.71,29,29,20,1740.75,29.241,"4mg030000","g","3184","3","3184",2,"3184",false,false,1.121,0.115,0.067,-0.013
2003,4554.45,7,7,6,650.64,27.286,"4mg030000","g","3185","3","3185",2,"3185",false,false,,,,
2004,3862.25,6,6,5,643.71,28.833,"4mg030000","g","3185","3","3185",2,"3185",false,false,-0.152,-0.143,,
2005,4561.89,7,7,5,651.7,27.571,"4mg030000","g","3185","3","3185",2,"3185",false,false,0.181,0.167,,
2006,6681.08,9,9,7,742.34,26.333,"4mg030000","g","3185","3","3185",2,"3185",false,false,0.465,0.286,,
2007,6460.54,8,8,4,807.57,23.375,"4mg030000","g","3185","3","3185",2,"3185",false,false,-0.033,-0.111,,
2008,9153.86,10,10,9,915.39,27.3,"4mg030000","g","3185","3","3185",2,"3185",false,false,0.417,0.25,0.15,0.074
2009,16730.38,13,13,9,1286.95,26.462,"4mg030000","g","3185","3","3185",2,"3185",false,false,0.828,0.3,0.341,0.167
